Path,True_Label,Predicted_Label
../dataset_labeled/-13.68/2/2024-11-08/10/231516_1731062398205896000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/230222_1731060992412473000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/229488_1731060161662090000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/10/229722_1731060398991232000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/231529_1731062407705774000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/10/229811_1731060488515147000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/229586_1731060248770561000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/230702_1731061517009890000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/231563_1731062445255733000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/230154_1731060905612287000.pcd,Passenger Car,Other Vehicles
../dataset_labeled/-13.68/2/2024-11-08/10/230183_1731060936262398000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/231990_1731062997102813000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/230101_1731060851462706000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/230398_1731061178511330000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/10/231824_1731062805203804000.pcd,Passenger Car,Articulated Truck
../dataset_labeled/-13.68/2/2024-11-08/10/229841_1731060526370473000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/231220_1731062090157610000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/230548_1731061349759517000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/10/230259_1731061031862025000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/229580_1731060234569326000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/10/231759_1731062741954410000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/231051_1731061895208525000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/229453_1731060114613064000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/10/229832_1731060522819608000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/04/212339_1731041484946841000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/04/212593_1731041998994601000.pcd,Passenger Car,Other Vehicles
../dataset_labeled/-13.68/2/2024-11-08/04/212106_1731040937998698000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/04/212233_1731041213447745000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/04/211969_1731040575400677000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/04/212019_1731040752499646000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/02/210920_1731033037929034000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/03/211213_1731036993718667000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/03/211157_1731036418173855000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/03/211392_1731038172562454000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/03/211374_1731038106863439000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/09/228339_1731058834020112000.pcd,Passenger Car,Articulated Truck
../dataset_labeled/-13.68/2/2024-11-08/09/227246_1731057571477637000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/09/228113_1731058596923243000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/09/227652_1731058095025226000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/09/229118_1731059754216650000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/09/229024_1731059640916523000.pcd,Passenger Car,Bus
../dataset_labeled/-13.68/2/2024-11-08/09/226487_1731056710577049000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/09/228495_1731058972069854000.pcd,Passenger Car,Van
../dataset_labeled/-13.68/2/2024-11-08/09/228865_1731059419966902000.pcd,Passenger Car,Rigid Truck
../dataset_labeled/-13.68/2/2024-11-08/09/228869_1731059423017026000.pcd,Passenger Car,Bus
