path,original_label,split
../dataset_labeled/-13.68/2/2024-10-31/21/223242_1730410329183564000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222289_1730410093434510000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/229227_1730411955928363000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223491_1730410373682452000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228324_1730411734979526000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228236_1730411726679159000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227779_1730411606979286000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218740_1730409313171111000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216823_1730408907255605000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220329_1730409643946414000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216420_1730408793905257000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228869_1730411880178557000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228391_1730411748328956000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215697_1730408638055818000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226434_1730411233630751000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221523_1730409918485193000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223269_1730410334333460000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217307_1730409022704674000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227340_1730411467679749000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221218_1730409851835267000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223709_1730410434533034000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219124_1730409384277000000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224886_1730410789982082000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226287_1730411196580942000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216724_1730408874255134000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216155_1730408734405708000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222526_1730410124384300000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225196_1730410927031488000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223571_1730410407583524000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226621_1730411275230613000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227194_1730411429929800000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221038_1730409825484188000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215022_1730408433057145000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225804_1730411065279808000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222018_1730410020134801000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219371_1730409426129897000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215928_1730408694255814000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218844_1730409339674085000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217688_1730409110467156000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216534_1730408824155455000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220186_1730409619995555000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216940_1730408937555024000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225288_1730410935681624000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220224_1730409624945960000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220134_1730409615695327000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219046_1730409369576699000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/229146_1730411933478377000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220445_1730409698885692000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228874_1730411881078287000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226923_1730411386129946000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226819_1730411369880230000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228834_1730411877278430000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227016_1730411397379752000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226474_1730411238330734000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219248_1730409401777789000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224540_1730410724882172000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217438_1730409054507356000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218326_1730409217251971000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/229069_1730411918478334000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225925_1730411114730809000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218639_1730409281121513000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/229102_1730411922078283000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219198_1730409398178253000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224367_1730410664182466000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217763_1730409120369333000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221193_1730409850135181000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227061_1730411405679821000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219450_1730409451932797000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222334_1730410099284497000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217045_1730408960005000000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219999_1730409584294909000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226117_1730411160080944000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228407_1730411752178790000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224050_1730410521083060000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222135_1730410030934587000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215805_1730408658405956000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216296_1730408761355596000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225170_1730410919381575000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225359_1730410946131356000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216310_1730408774905506000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225587_1730411014680125000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224640_1730410743232467000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220858_1730409790935395000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221653_1730409941984967000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222515_1730410122484294000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225886_1730411098081393000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220305_1730409640746816000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215475_1730408589506223000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224552_1730410729182421000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227519_1730411539929596000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217198_1730408998754823000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216381_1730408783555636000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227723_1730411594679641000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227455_1730411524379569000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221363_1730409888235009000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220419_1730409680597763000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224668_1730410750182203000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226815_1730411369330154000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220608_1730409748985447000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222580_1730410143334648000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227313_1730411460779909000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223090_1730410306383698000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222023_1730410020784770000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222098_1730410028034482000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219183_1730409390327604000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217915_1730409159726451000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226614_1730411274180596000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221287_1730409862335299000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218230_1730409198942626000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220495_1730409715585911000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216330_1730408779555483000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222626_1730410150784254000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220750_1730409776285441000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215264_1730408479706910000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215995_1730408698905770000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216260_1730408756155840000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228223_1730411716478956000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224181_1730410553582941000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219527_1730409459933373000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218020_1730409174730638000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223785_1730410445733114000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217903_1730409158176218000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/214987_1730408424906473000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224453_1730410700382315000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220217_1730409624695985000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217478_1730409062608772000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227535_1730411542279767000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/229363_1730411996828345000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215404_1730408541706222000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222811_1730410226634131000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224475_1730410704382327000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217161_1730408992555068000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215197_1730408470806539000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224389_1730410673832331000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/229038_1730411913428410000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225865_1730411093281184000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217354_1730409036504570000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216514_1730408815105644000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/219488_1730409454833105000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224347_1730410655332450000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227159_1730411418630036000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217176_1730408994004862000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225879_1730411096980237000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226510_1730411258330432000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227210_1730411431729664000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/228529_1730411772528992000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224728_1730410761781584000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/224811_1730410775482065000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217945_1730409164627202000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/220407_1730409678997573000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227302_1730411460179848000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221622_1730409935734888000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/218787_1730409330523775000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215886_1730408691705747000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/223448_1730410361082573000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226447_1730411236530626000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227921_1730411651527857000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/222213_1730410055434646000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/216661_1730408860555207000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/226088_1730411149629611000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/225513_1730411002831474000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/215502_1730408596105945000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/221815_1730409968883618000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/217779_1730409121669364000.pcd,2,knowledge
../dataset_labeled/-13.68/2/2024-10-31/21/227813_1730411638378290000.pcd,2,knowledge
